VERSION,caseid,qs1,qs2ov1801,qs2ov1802,qs201,qs202,qs3,qs4,q1,q1FIX,q2,q2FIX,Q2VALUE,Q1Q2DIF,q1q2diffFIX,Q1Q2DIFHRS,q1q2diffhrsFIX,q3,Q3VALUE,q3FIX,q4,Q4VALUE,q4FIX,Q3Q4DIF,q3q4diffFIX,Q3Q4DIFHRS,q3q4diffhrsFIX,Q3Q4Q1Q2DIFHRS,Q3Q4Q1Q2POS,q5text,q5h,q5m,Q5,Q5HRS,q5dkrf,q6text,q6h,q6m,Q6,Q6HRS,q6dkrf,Q6Q5DIF,Q6Q5DIFHRS,Q6Q5POS,q7text,q7hour,q7min,q7mer,q7,Q7REV,Q1VALUE,Q1Q7DIF,Q1Q7DIFHRS,VAR00012,Q1TIME,PREQ7,Q5Q7POS,q8text,q8,q9text,q9,q10text,q10,q11text,q11,q12text,q13text,q12,q13,q14text,q14a,q14b,q14c,Q14TOTAL,q15text,q15a,q15b,q15c,q15d,q15e,q15f,q15g,q15h,EPWORTH,VAR00013,q17text,q16,Q16HRS,Q16Q5DIFHRS,Q16Q6DIFHRS,q17,q18a,q18b,q18c,q18d,q18e,q18f,q19a,q19b,q19c,q19d,q19e,q19f,q19g,q19h,q20a,q20b,q20c,q20d,q20e,q20f,q20g,q20h,q20i,q20j,q20k,q20l,q20m,q20n,q21,q22,q23a,q23b,q23c,q23d,q23e,q23f,q23g,q23h,q23i,q24,q25,q26,q27,q28a,q28b,q28c,q28d,q28e,q28f,q29,q30a,q30b,q30c,q30d,q30e,q31text,q32text,q31,q32,q33a,q33e,q33b,q33c,q33d,q34,q35a,q35b,q35c,q35d,q35e,q35f,q35g,q35h,q35i,q35j,q35k,q35l,q35m,q35n,q36,d1,d2,d301,d302,d303,d304,d305,d306,d307,d308,d309,d4,complete,qs1a,qs1b,q7dkrf,q21oc01,q21oc02,q21oc03,q21oc04,q21oc05,q21oc06,q21oc07,q21oc08,q21oc09,q21oc10,d3oc01,d3oc02,d3oc03,d3oc04,d3oc05,d5,d5aa,d5ab,d6,makechld,whathap2,Q5GROUPED,Q6GROUPED,Q5Q7DIF,Q6Q7DIF,filter_$,WEIGHT
PHONE,35,44,1,,1,,NY,1,7,,20,,1150.00,650.00,,6.500,,15,2000.00,,20,1150.00,,850.00,,8.500,,2.000,, ,6,0,360.00,6.000,, ,8,0,480.00,8.000,,120.00,2.000,3,02,7,0,AM,700,1900,1800.00,100.00,1.00,,600.00,700.00, , ,3, ,1, ,1, ,, , ,1,1, ,1,1,0,2, ,99,,,,,,,,,, ,2,5.50,.500,2.500,2,2,,2,1,2,1,1,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,,3,2,1,1,1,1,99,1,1,1,1,,,1,1,,,,,,,,,,,,, , ,3,3,3,4,3,3,3,10,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,1,99,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,1,2,1,OK,5.00,,,,1,.82460000
PHONE,36,27,1,,1,,TN,2,19,,1,,1200.00,900.00,,9.000,,21,2150.00,,1,1200.00,,950.00,,9.500,,.500,, ,8,0,480.00,8.000,, ,9,0,540.00,9.000,,60.00,1.000,3,02,2,0,PM,1400,200,2100.00,-1900.00,-19.00,,900.00,200.00, , ,2, ,3, ,2, ,5, , ,3,4, ,2,1,1,4, ,1,2,1,0,2,0,1,2,9.00,, ,5,8.50,-.500,.500,1,,,,,,,2,2,2,2,2,1,2,1,2,2,3,1,1,2,2,2,1,4,3,1,2,,,,2,3,1,2,1,1,1,1,4,,,1,2,,,,,,,,,,,,, , ,5,4,3,1,1,1,2,,,,,,,,,,,,,,,,4,2,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,,, ,7.00,8.00,,,1,2.23940000
PHONE,37,43,1,,1,,FL,2,9,,10,,900.00,950.00,,9.500,,23,2200.00,,14,1000.00,,1200.00,,12.000,,2.500,, ,8,0,480.00,8.000,, ,10,0,600.00,10.000,,120.00,2.000,3,02,7,30,AM,730,1930,1850.00,80.00,.80,,650.00,730.00, , ,1, ,, ,2, ,1, , ,3,3, ,0,1,0,1, ,1,0,0,0,2,0,0,2,5.00,, ,3,6.50,1.500,3.500,1,,,,,,,1,2,2,2,2,2,1,2,4,3,4,1,2,3,1,1,1,3,1,1,1,,3,1,3,2,1,1,2,1,1,1,4,,,1,2,,,,,,,,,,,,, , ,2,2,2,2,4,2,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,1,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,1,1,2,1,OK,7.00,9.00,,,1,.82460000
PHONE,40,40,1,,1,,CA,2,8,,14,,1000.00,825.00,,8.250,,8,1825.00,,14,1000.00,,825.00,,8.250,,.000,, ,8,30,510.00,8.500,, ,8,30,510.00,8.500,,.00,.000,1,02,7,15,AM,715,1915,1825.00,90.00,.90,,625.00,715.00, , ,1, ,, ,1, ,, , ,4,4, ,1,1,1,3, ,0,0,0,0,0,0,0,1,1.00,, ,5,8.50,.000,.000,1,,,,,,,2,2,2,2,2,2,2,1,4,2,1,1,1,1,1,1,1,4,1,1,1,,4,2,1,1,1,1,1,1,1,1,4,,,1,1,,,,,,,,,,,,, , ,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,5,1,8,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,,, ,7.00,7.00,,,1,.82460000
PHONE,41,50,1,,1,,WA,1,2,,9,,800.00,401.70,,4.017,,8,1825.00,,12,950.00,,875.00,,8.750,,4.733,, ,7,0,420.00,7.000,, ,9,0,540.00,9.000,,120.00,2.000,3,02,4,15,AM,415,1615,1201.70,413.30,4.13,,1.70,415.00, , ,1, ,, ,1, ,, , ,3,3, ,2,0,1,3, ,1,1,1,0,0,0,1,0,4.00,, ,4,7.50,-.500,1.500,1,,,,,,,2,2,2,2,2,2,2,1,3,1,3,1,3,1,3,2,1,2,3,1,3,,4,2,2,3,2,2,2,1,3,1,2,,,1,3,3,2,2,1,1,2,,,,,,, , ,2,2,1,2,3,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,2,1,,,,,,,,,99,1,,,,,,,,,,,,,,,,,,,1,1,2,2,1,OK,6.00,8.00,,,1,.82440000
PHONE,42,45,3,,3,,OH,1,7,,18,,1100.00,700.00,,7.000,,23,2200.00,,4,1400.00,,800.00,,8.000,,1.000,, ,7,0,420.00,7.000,, ,7,0,420.00,7.000,,.00,.000,1, ,,, ,,,1800.00,,,,600.00,, , ,5, ,5, ,4, ,4, , ,2,2, ,4,1,3,8, ,0,1,0,0,1,1,1,1,5.00,, ,5,8.50,-1.500,-1.500,1,,,,,,,2,2,2,2,2,2,2,2,4,2,4,2,4,2,4,2,1,2,1,3,,,2,2,1,1,1,1,1,1,1,1,1,,,1,4,1,1,4,4,1,1,,,,,,, , ,5,4,2,1,4,4,3,60,1,2,2,2,1,2,1,1,2,2,2,1,,,4,2,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,6.00,,,,1,.82460000
PHONE,43,54,3,,3,,NY,2,7,,14,,1000.00,800.00,,8.000,,7,1800.00,,10,900.00,,900.00,,9.000,,1.000,, ,1,30,90.00,1.500,, ,1,30,90.00,1.500,,.00,.000,1, ,,, ,,,1800.00,,,,600.00,, , ,1, ,, ,1, ,, , ,1,1, ,1,0,0,1, ,0,0,0,0,0,0,0,0,.00,, ,1,3.50,-2.000,-2.000,1,,,,,,,2,2,2,1,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,,,,,1,1,1,1,1,1,1,1,1,,,1,2,,,,,,,,,,,,, , ,7,7,4,1,1,1,3,,,,,,,,,,,,,,,,1,3,2,1,,,,,,,,,99,1,,,,,,,,,,,,,,,,,,,2,,,,, ,1.00,1.00,,,1,.82440000
PHONE,44,35,3,,3,,MI,1,11,,1,,1200.00,700.00,,7.000,,11,1900.00,,1,1200.00,,700.00,,7.000,,.000,, ,4,30,270.00,4.500,, ,4,30,270.00,4.500,,.00,.000,1, ,,, ,,,1900.00,,,,700.00,, , ,1, ,, ,1, ,, , ,2,2, ,3,2,3,8, ,0,0,0,0,1,0,0,0,1.00,, ,1,3.50,1.000,1.000,1,,,,,,,1,1,2,1,1,2,2,2,2,2,1,4,4,4,1,1,1,2,1,3,,,3,1,2,2,2,1,3,4,2,3,4,,,1,,4,1,2,3,1,2,1,4,2,1,1,1, , ,7,7,4,1,2,2,4,,,,,,,,,,,,,,,,1,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,2,2,,, ,3.00,3.00,,,1,.82460000
PHONE,45,52,3,,3,,TX,1,11,,14,,1000.00,900.00,,9.000,,17,2050.00,,1,1200.00,,850.00,,8.500,,-.500,, ,7,0,420.00,7.000,, ,8,0,480.00,8.000,,60.00,1.000,3, ,,, ,,,1900.00,,,,700.00,, , ,1, ,, ,1, ,, , ,3,3, ,3,1,0,4, ,0,1,0,1,1,0,1,1,5.00,, ,3,6.50,.500,1.500,2,,,2,3,2,3,2,1,2,2,2,1,2,2,3,2,1,1,1,2,1,1,1,3,3,3,,,6,2,2,3,1,3,1,1,3,3,1,,,4,,1,1,1,1,1,99,,,,,,, , ,3,3,2,3,1,3,3,15,1,1,1,2,2,2,2,2,2,2,2,2,,,1,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,6.00,7.00,,,1,.82440000
PHONE,46,43,1,,1,,MN,2,2,,10,,900.00,301.70,,3.017,,13,1950.00,,14,1000.00,,950.00,,9.500,,6.483,, ,8,30,510.00,8.500,, ,9,0,540.00,9.000,,30.00,.500,2,02,7,0,AM,700,1900,1201.70,698.30,6.98,,1.70,700.00, , ,1, ,, ,1, ,, , ,4,4, ,1,1,0,2, ,0,1,0,0,0,0,0,2,3.00,, ,5,8.50,.000,.500,1,,,,,,,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,,,,1,1,1,1,1,1,1,1,2,,,1,1,,,,,,,,,,,,, , ,3,2,1,2,2,1,2,,,,,,,,,,,,,,,,1,1,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,2,2,1,OK,7.00,8.00,,,1,.82460000
PHONE,47,40,1,,1,,OH,1,25,,4,,1400.00,1000.00,1000.0,10.000,10.000,25,.00,,3,1300.00,,1100.00,1100.0,11.000,11.000,1.000,, ,7,0,420.00,7.000,, ,7,0,420.00,7.000,,.00,.000,1,02,2,0,PM,1400,200,.00,200.00,2.00,,12.00,200.00, , ,2, ,2, ,1, ,, , ,2,2, ,0,1,4,5, ,2,2,1,0,0,0,1,1,7.00,, ,5,8.50,-1.500,-1.500,2,2,,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,1,4,4,1,1,1,1,1,2,1,,3,2,1,1,1,1,1,1,1,1,1,,,1,4,4,1,1,2,4,1,,,,,,, , ,4,4,3,4,4,4,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,6.00,6.00,,,1,.82460000
PHONE,49,44,3,,3,,MI,2,5,,21,,1175.00,575.00,,5.750,,7,1800.00,,3,1300.00,,500.00,,5.000,,-.750,, ,8,0,480.00,8.000,, ,10,0,600.00,10.000,,120.00,2.000,3, ,,, ,,,1750.00,,,,550.00,, , ,2, ,5, ,1, ,, , ,3,3, ,0,1,0,1, ,1,2,1,0,0,0,0,2,6.00,, ,5,8.50,-.500,1.500,1,,,,,,,1,1,1,1,2,1,1,2,4,3,4,1,4,4,3,2,1,2,2,1,,,4,2,4,4,3,1,2,1,2,1,4,3,3,1,,1,1,1,1,1,1,,,,,,, , ,3,3,3,2,4,2,2,30,1,2,2,2,2,2,2,2,2,2,2,2,,,1,2,2,5,,,,,,,,,1,1,,,,,,,,,,,,,,5,,,,,1,1,1,2,1,OK,7.00,9.00,,,1,.82460000
PHONE,50,37,3,,3,,TX,2,11,,2,,1201.70,698.30,,6.983,,21,2150.00,,4,1400.00,,750.00,,7.500,,.517,, ,5,0,300.00,5.000,, ,4,0,240.00,4.000,,-60.00,-1.000,0, ,,, ,,,1900.00,,,,700.00,, , ,2, ,2, ,3, ,4, , ,2,2, ,1,1,0,2, ,3,2,0,0,2,0,3,3,13.00,, ,5,8.50,-3.500,-4.500,1,,,,,,,1,1,1,1,1,1,2,1,4,3,4,2,2,4,4,4,1,4,3,2,,,3,1,2,4,4,4,4,2,2,4,4,3,1,1,,2,4,2,2,1,2,,,,,,, , ,3,6,4,4,4,2,4,30,1,2,2,2,2,1,1,2,2,1,2,1,,,3,1,2,2,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,2,2,,, ,4.00,3.00,,,1,.82460000
PHONE,51,23,1,,1,,OH,2,9,,3,,1300.00,550.00,,5.500,,15,2000.00,,3,1300.00,,700.00,,7.000,,1.500,, ,5,0,300.00,5.000,, ,6,0,360.00,6.000,,60.00,1.000,3,02,7,30,AM,730,1930,1850.00,80.00,.80,,650.00,730.00, , ,3, ,3, ,1, ,, , ,3,3, ,0,1,3,4, ,99,,,,,,,,,, ,99,99.00,99.000,99.000,2,1,,1,1,2,1,1,1,1,1,2,2,2,2,4,4,4,1,4,4,2,1,1,1,1,1,2,,5,1,4,4,1,1,3,1,2,1,4,2,2,1,,4,2,2,1,2,2,,,,,,, , ,3,3,3,1,4,3,3,30,1,2,2,2,2,2,2,2,2,2,2,2,2,,1,3,2,2,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,2,2,,, ,4.00,,,,1,2.23940000
PHONE,52,55,1,,1,,MN,1,3,,18,,1100.00,600.00,,6.000,,11,1900.00,,14,1000.00,,900.00,,9.000,,3.000,, ,6,0,360.00,6.000,, ,7,0,420.00,7.000,,60.00,1.000,3,02,5,30,AM,530,1730,1700.00,30.00,.30,,500.00,530.00, , ,1, ,, ,2, ,4, , ,4,4, ,0,1,0,1, ,1,1,0,0,0,0,1,1,4.00,, ,3,6.50,-.500,.500,1,,,,,,,2,2,2,2,2,2,2,2,3,2,1,1,2,1,1,1,1,1,1,1,2,,4,2,1,1,1,1,2,1,1,1,1,,,1,1,,,,,,,,,,,,, , ,3,3,1,2,1,1,1,,,,,,,,,,,,,,,,3,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,5.00,,,,1,.82440000
PHONE,54,22,1,2,1,2,MI,2,13,,4,,1400.00,550.00,,5.500,,23,2200.00,,4,1400.00,,800.00,,8.000,,2.500,,01,6,0,360.00,6.000,,01,8,0,480.00,8.000,,120.00,2.000,3,02,8,20,AM,820,2020,1950.00,70.00,.70,,750.00,820.00, ,01,5,01,4,01,1,01,,01,01,2,2,01,0,97,97,0,01,3,2,3,1,2,0,2,3,16.00,,01,4,7.50,-1.500,.500,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,3,3,3,1,2,2,1,4,1,3,3,2,4,3,2,1,3,3,4,3,1,1,3,2,4,3,3,2,,3,1,3,3,3,3,,,,,,,01,01,4,4,1,2,3,1,4,60,2,2,1,2,1,2,1,1,2,1,1,2,1,1,96,2,2,2,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,5.00,7.00,,,1,2.23940000
PHONE,55,60,3,,3,,NY,1,7,,1,,1200.00,600.00,,6.000,,7,1800.00,,3,1300.00,,500.00,,5.000,,-1.000,, ,6,0,360.00,6.000,, ,5,0,300.00,5.000,,-60.00,-1.000,0, ,,, ,,,1800.00,,,,600.00,, , ,2, ,4, ,1, ,, , ,99,99, ,1,0,0,1, ,2,99,,,,,,,,, ,3,6.50,-.500,-1.500,1,,,,,,,2,2,2,1,2,1,2,2,1,3,1,1,1,1,1,1,1,1,4,1,,,,,1,1,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,, , ,96,96,3,99,4,2,2,999,2,2,2,2,2,2,2,2,2,2,2,2,,,96,1,1,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,1,1,2,1,OK,5.00,,,,1,.82440000
PHONE,56,48,3,,3,,OH,2,13,,3,,1300.00,650.00,,6.500,,13,1950.00,,3,1300.00,,650.00,,6.500,,.000,, ,6,0,360.00,6.000,, ,6,0,360.00,6.000,,.00,.000,1, ,,, ,,,1950.00,,,,750.00,, , ,1, ,, ,1, ,, , ,3,3, ,0,0,0,0, ,1,3,1,0,0,0,0,1,6.00,, ,1,3.50,2.500,2.500,1,,,,,,,1,2,2,2,2,2,2,1,4,2,2,1,2,1,1,2,1,3,1,1,,,1,95,2,2,2,1,1,1,1,1,2,,,2,1,,,,,,,,,,,,, , ,5,5,2,2,2,2,2,,,,,,,,,,,,,,,,3,1,2,2,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,1,2,2,1,OK,5.00,5.00,,,1,.82440000
PHONE,57,29,3,,3,,ID,2,7,,12,,950.00,850.00,,8.500,,7,1800.00,,12,950.00,,850.00,,8.500,,.000,, ,7,0,420.00,7.000,, ,7,0,420.00,7.000,,.00,.000,1, ,,, ,,,1800.00,,,,600.00,, , ,2, ,2, ,1, ,, , ,1,1, ,0,0,0,0, ,1,1,0,0,1,0,0,2,5.00,, ,5,8.50,-1.500,-1.500,1,,,,,,,2,2,2,2,2,2,2,1,4,2,2,1,2,1,2,1,1,2,1,1,,,3,2,2,2,1,1,1,1,1,1,1,,,1,2,,,,,,,,,,,,, , ,4,4,2,1,4,4,4,120,2,2,2,2,2,2,2,2,2,2,2,2,,,5,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,1,2,0,, ,6.00,,,,1,2.23940000
PHONE,58,44,2,,2,,MI,2,7,,14,,1000.00,800.00,,8.000,,15,2000.00,,15,1025.00,,975.00,,9.750,,1.750,,01,8,0,480.00,8.000,,01,8,0,480.00,8.000,,.00,.000,1,01,7,0,AM,700,1900,1800.00,100.00,1.00,,600.00,700.00, ,01,1,01,,01,1,01,,01,01,3,3,01,2,0,0,2,01,3,2,0,0,0,0,1,1,7.00,,01,99,99.00,99.000,99.000,2,,2,96,1,2,2,1,2,2,2,2,2,2,2,4,1,1,1,2,1,1,1,1,1,1,1,,4,5,1,1,1,1,1,1,1,1,1,1,,,1,3,4,1,1,1,1,4,,,,,,,01,01,6,4,3,4,2,4,3,60,1,2,2,2,2,2,2,2,2,2,2,2,,2,1,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,2,2,,, ,7.00,,,,1,.82460000
PHONE,59,54,3,,3,,OH,1,19,,1,,1200.00,900.00,,9.000,,19,2100.00,,1,1200.00,,900.00,,9.000,,.000,, ,8,30,510.00,8.500,, ,7,30,450.00,7.500,,-60.00,-1.000,0, ,,, ,,,2100.00,,,,900.00,, , ,3, ,5, ,2, ,5, , ,4,4, ,2,0,1,3, ,2,0,0,0,2,0,1,3,8.00,, ,3,6.50,2.000,1.000,1,,,,,,,2,2,2,2,2,2,2,2,3,1,1,1,4,4,4,1,1,2,1,3,,,3,2,2,1,1,1,1,1,1,1,1,,,4,4,4,4,4,3,2,2,,,,,,, , ,3,4,1,2,2,2,2,,,,,,,,,,,,,,,,1,1,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,,, ,7.00,6.00,,,1,.82440000
PHONE,60,48,3,,3,,PA,2,25,,1,,1200.00,1200.00,1200.0,12.000,12.000,20,2125.00,,1,1200.00,,925.00,,9.250,,-2.750,, ,12,0,720.00,12.000,, ,12,0,720.00,12.000,,.00,.000,1, ,,, ,,,.00,,,,12.00,, , ,2, ,4, ,4, ,4, , ,4,4, ,1,1,4,6, ,0,0,0,0,1,0,1,3,5.00,, ,99,99.00,99.000,99.000,1,,,,,,,1,2,2,1,2,2,99,2,2,3,1,1,1,1,1,1,4,3,1,1,,,,,1,1,1,1,1,1,1,1,1,,,4,1,,,,,,,,,,,,, , ,7,7,4,2,2,1,1,,,,,,,,,,,,,,,,96,98,2,1,,,,,,,,,99,1,,,,,,,,,,,,,,,,,,,2,,,,, ,11.00,11.00,,,1,.82440000
PHONE,61,41,1,,1,,MD,1,3,,14,,1000.00,700.00,,7.000,,12,1925.00,,20,1150.00,,775.00,,7.750,,.750,, ,7,0,420.00,7.000,, ,7,0,420.00,7.000,,.00,.000,1,02,6,45,AM,645,1845,1700.00,145.00,1.45,,500.00,645.00, , ,1, ,, ,1, ,, , ,3,3, ,2,97,0,2, ,0,0,0,0,0,0,0,0,.00,, ,4,7.50,-.500,-.500,1,,,,,,,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,4,2,1,2,1,,,,1,1,1,1,1,1,2,1,1,,,1,2,,,,,,,,,,,,, , ,2,2,1,4,1,1,3,,,,,,,,,,,,,,,,1,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,2,2,,, ,6.00,,,,1,.82460000
PHONE,62,58,3,,3,,IN,1,7,,19,,1125.00,675.00,,6.750,,19,2100.00,,3,1300.00,,800.00,,8.000,,1.250,, ,6,0,360.00,6.000,, ,8,0,480.00,8.000,,120.00,2.000,3, ,,, ,,,1800.00,,,,600.00,, , ,3, ,2, ,3, ,2, , ,2,2, ,1,0,0,1, ,2,1,1,0,1,0,1,2,8.00,, ,4,7.50,-1.500,.500,1,,,,,,,1,2,2,2,2,2,2,1,4,1,1,1,3,1,1,1,1,4,1,2,,,3,95,1,1,2,2,1,2,1,1,1,,,4,3,4,1,2,2,2,1,,,,,,, , ,4,4,4,2,3,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,,,3,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,1,1,2,1,OK,5.00,,,,1,.82440000
PHONE,63,52,1,,1,,AL,2,2,,10,,900.00,301.70,,3.017,,19,2100.00,,18,1100.00,,1000.00,,10.000,,6.983,, ,4,0,240.00,4.000,, ,6,0,360.00,6.000,,120.00,2.000,3,02,4,50,AM,450,1650,1201.70,448.30,4.48,,1.70,450.00, , ,1, ,, ,1, ,, , ,2,2, ,1,0,1,2, ,1,1,1,0,0,0,0,0,3.00,, ,4,7.50,-3.500,-1.500,2,3,,2,2,2,1,1,2,1,1,2,2,2,2,4,3,1,1,1,1,1,1,1,1,1,1,1,,95,1,3,1,1,1,1,1,1,1,2,2,1,1,1,,,,,,,,,,,,, , ,7,7,4,1,4,4,4,30,1,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,2,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,3.00,,,,1,.82440000
PHONE,64,44,1,,1,,AZ,2,13,,18,,1100.00,850.00,,8.500,,19,2100.00,,20,1150.00,,950.00,,9.500,,1.000,, ,8,0,480.00,8.000,, ,10,0,600.00,10.000,,120.00,2.000,3,02,8,0,AM,800,2000,1950.00,50.00,.50,,750.00,800.00, , ,1, ,, ,1, ,, , ,3,3, ,0,0,1,1, ,2,0,99,,,,,,,, ,7,10.50,-2.500,-.500,1,,,,,,,2,1,2,2,2,2,2,2,2,1,1,1,4,4,4,2,1,1,1,1,2,,,,1,1,1,2,1,1,1,1,1,,,4,,4,3,4,1,3,3,,,,,,, , ,5,5,1,99,3,4,2,60,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,1,2,0,, ,7.00,,,,1,.82460000
PHONE,65,17,,,2,,VA,1,11,,18,,1100.00,800.00,,8.000,,24,2300.00,,4,1400.00,,900.00,,9.000,,1.000,,01,10,0,600.00,10.000,,01,10,0,600.00,10.000,,.00,.000,1,01,8,30,AM,830,2030,1900.00,130.00,1.30,,700.00,830.00, ,01,1,01,,01,1,01,,01,01,3,2,01,0,1,4,5,01,1,2,0,0,1,1,1,2,8.00,,01,7,10.50,-.500,-.500,2,,2,2,2,2,,1,1,1,2,1,1,2,1,4,4,4,4,4,4,1,1,1,3,4,4,,4,1,1,4,4,1,1,2,1,4,2,4,3,2,1,,4,1,1,2,4,3,1,4,4,2,2,2,01,01,4,2,2,2,2,1,2,,,,,,,,,,,,,,,,1,,1,8,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,, ,9.00,,,,1,1.36210000
PHONE,66,40,1,,1,,FL,2,6,,14,,1000.00,775.00,,7.750,,13,1950.00,,16,1050.00,,900.00,,9.000,,1.250,, ,8,0,480.00,8.000,, ,9,0,540.00,9.000,,60.00,1.000,3,02,7,50,AM,750,1950,1775.00,175.00,1.75,,575.00,750.00, , ,2, ,2, ,2, ,5, , ,3,4, ,0,0,0,0, ,1,0,0,0,0,0,0,3,4.00,, ,6,9.50,-1.500,-.500,2,2,,1,2,2,2,1,2,2,1,2,2,2,2,3,3,1,1,3,1,1,1,1,3,1,1,3,,3,2,1,1,1,1,1,1,1,1,1,,,1,3,4,1,3,3,1,3,,,,,,, , ,1,1,1,1,2,2,3,,,,,,,,,,,,,,,,3,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,1,2,0,, ,7.00,,,,1,.82460000
PHONE,67,22,2,,2,,NY,2,19,,16,,1050.00,1050.00,,10.500,,23,2200.00,,20,1150.00,,1050.00,,10.500,,.000,,01,8,0,480.00,8.000,,01,10,0,600.00,10.000,,120.00,2.000,3,01,4,0,PM,1600,400,2100.00,-1700.00,-17.00,,900.00,400.00, ,01,3,01,4,01,2,01,3,01,01,3,4,01,97,1,0,1,01,2,0,0,0,0,0,1,3,6.00,,01,4,7.50,.500,2.500,1,,,,,,,2,1,2,2,2,1,2,1,4,1,2,1,3,2,1,1,1,3,2,3,,2,2,2,2,2,1,1,1,1,1,1,4,,,1,,4,2,1,4,2,1,,,,,,,01,01,6,6,3,1,3,1,2,10,2,2,2,2,2,2,2,2,2,2,2,2,,2,1,2,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,,, ,7.00,9.00,,,1,2.23940000
PHONE,68,45,1,,1,,MS,2,2,,8,,700.00,501.70,,5.017,,5,1750.00,,12,950.00,,800.00,,8.000,,2.983,, ,5,0,300.00,5.000,, ,6,0,360.00,6.000,,60.00,1.000,3,02,3,15,AM,315,1515,1201.70,313.30,3.13,,1.70,315.00, , ,2, ,5, ,1, ,, , ,2,99, ,7,99,5,99, ,99,,,,,,,,,, ,2,5.50,-.500,.500,1,,,,,,,1,2,1,2,2,2,2,2,1,4,4,1,1,1,1,1,1,1,1,1,1,,,,1,4,1,1,1,1,1,1,4,3,3,1,1,,,,,,,,,,,,, , ,1,2,1,2,2,3,4,5,1,2,1,2,2,1,2,2,2,2,2,2,2,,3,3,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,,, ,4.00,,,,1,.82460000
PHONE,69,49,1,,1,,IL,1,5,,10,,900.00,850.00,,8.500,,7,1800.00,,14,1000.00,,800.00,,8.000,,-.500,, ,8,0,480.00,8.000,, ,8,0,480.00,8.000,,.00,.000,1,02,7,30,AM,730,1930,1750.00,180.00,1.80,,550.00,730.00, , ,1, ,, ,1, ,, , ,3,4, ,6,3,1,10, ,1,0,0,0,0,0,0,1,2.00,, ,2,5.50,2.500,2.500,1,,,,,,,1,2,2,2,2,2,2,2,4,2,1,4,2,1,2,4,1,2,1,1,1,,3,1,2,98,1,1,1,1,1,1,1,,,1,2,,,,,,,1,4,1,1,1,1, , ,2,2,1,2,4,3,2,60,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,1,2,1,,,,,,,,,2,1,,,,3,,,,,,,,,,,,,,,1,2,2,,, ,7.00,7.00,,,1,.82440000
